qseqid	hogid	overlap	family-score	subfamily-score	qseqlen	subfamily-medianseqlen
tr|A7ECG7|A7ECG7_SCLS1	HOG:D0681133.4b.6c.5b	1.0	0.999499988042996	0.999499988042996	306	293
tr|A7ECG8|A7ECG8_SCLS1	HOG:D0433033.1b.1b	1.0	0.999745612757166	0.999745612757166	348	364
tr|A7ECG9|A7ECG9_SCLS1	HOG:D0682428.6b.18a	0.9827213822894169	0.9979561794403385	0.9979561794403385	927	870
tr|A7ECH0|A7ECH0_SCLS1	HOG:D0680306.4b.8a	1.0	0.9994541304353941	0.9994541304353941	243	234
tr|A7ECH1|A7ECH1_SCLS1	HOG:D0679329.10alx	1.0	0.9967602278915448	0.9967602278915448	519	488
tr|A7ECH2|A7ECH2_SCLS1	na	na	na	na	207	na
tr|A7ECH3|A7ECH3_SCLS1	HOG:D0424013.2b	1.0	0.9999982139017308	0.9999982139017308	1133	1132
tr|A7ECH4|A7ECH4_SCLS1	HOG:D0430421	0.2903225806451613	0.1454647016806233	0.04318045846857646	32	814
tr|A7ECH5|A7ECH5_SCLS1	HOG:D0393518	1.0	0.9999195810681237	0.9999195810681237	252	247
tr|A7ECH6|A7ECH6_SCLS1	HOG:D0426265	1.0	0.9980859318645385	0.9980859318645385	470	573
tr|A7ECH7|A7ECH7_SCLS1	HOG:D0435090	1.0	0.9995246639179921	0.9995246639179921	606	625
tr|A7ECH8|A7ECH8_SCLS1	HOG:D0420540	0.45751633986928103	0.21905576402450266	0.020802930229649703	307	477
tr|A7ECH9|A7ECH9_SCLS1	na	na	na	na	395	na
tr|A7ECI0|A7ECI0_SCLS1	HOG:D0671148.5n	1.0	0.998115443523828	0.998115443523828	342	327
tr|A7ECI1|A7ECI1_SCLS1	na	na	na	na	89	na
tr|A7ECI2|A7ECI2_SCLS1	na	na	na	na	3302	na
tr|A7ECI3|A7ECI3_SCLS1	HOG:D0673376.2e.2a	0.13333333333333333	0.05452597348907227	0.05452597348907227	61	514
tr|A7ECI4|A7ECI4_SCLS1	HOG:D0679750.8d.58g.95b	1.0	0.9991078794460287	0.9991078794460287	486	492
tr|A7ECI5|A7ECI5_SCLS1	HOG:D0685796	1.0	0.9922106399087748	0.9922106399087748	871	853
tr|A7ECI6|A7ECI6_SCLS1	na	na	na	na	587	na
tr|A7ECI7|A7ECI7_SCLS1	na	na	na	na	299	na
tr|A7ECI8|A7ECI8_SCLS1	HOG:D0680131.16a	0.25	0.12526850256916144	0.12526850256916144	37	1168
tr|A7ECI9|A7ECI9_SCLS1	HOG:D0679642.6c	0.6	0.05211360517699126	0.05211360517699126	151	1061
tr|A7ECJ0|A7ECJ0_SCLS1	HOG:D0424589	0.8957528957528957	0.1007715710570315	0.004293159479810657	519	488
tr|A7ECJ1|A7ECJ1_SCLS1	HOG:D0393562.3ay	1.0	0.9999975558662849	0.9999975558662849	189	188
tr|A7ECJ2|A7ECJ2_SCLS1	HOG:D0416917.1f	1.0	0.9999990163026335	0.9999990163026335	107	106
tr|A7ECJ3|A7ECJ3_SCLS1	na	na	na	na	97	na
tr|A7ECJ4|A7ECJ4_SCLS1	HOG:D0418844	0.8640776699029126	0.12756374604334847	0.013878546545752206	413	420
tr|A7ECJ5|A7ECJ5_SCLS1	HOG:D0433342.1a	1.0	0.9998454373064646	0.9998452542118179	242	292
tr|A7ECJ6|A7ECJ6_SCLS1	HOG:D0679365.9c.32c.37c.38b	0.17777777777777778	0.07446362804396671	0.050803210222741105	46	535
tr|A7ECJ7|A7ECJ7_SCLS1	HOG:D0417392.2a.3b	1.0	0.9999895453272262	0.9999895453272262	197	196
tr|A7ECJ8|A7ECJ8_SCLS1	HOG:D0426997	0.9302325581395349	0.9950513642503725	0.9950513642503725	689	669
tr|A7ECJ9|A7ECJ9_SCLS1	HOG:D0426641	0.2037037037037037	0.05957033560988094	0.05957033560988094	55	635
tr|A7ECK0|A7ECK0_SCLS1	HOG:D0679409.10fi	1.0	0.9991275044450718	0.9991275044450718	346	355
tr|A7ECK1|A7ECK1_SCLS1	HOG:D0435692	1.0	0.9977617958440452	0.9977617958440452	439	449
tr|A7ECK2|A7ECK2_SCLS1	HOG:D0422340	1.0	0.9997425541001498	0.9997425541001498	252	319
tr|A7ECK3|A7ECK3_SCLS1	HOG:D0386014	0.5686274509803921	0.06290866642827922	0.003517998130173702	307	668
tr|A7ECK4|A7ECK4_SCLS1	HOG:D0428581	0.16071428571428573	0.07536342467302365	0.07536342467302365	57	1194
tr|A7ECK5|A7ECK5_SCLS1	na	na	na	na	67	na
tr|A7ECK6|A7ECK6_SCLS1	na	na	na	na	346	na
tr|A7ECK7|A7ECK7_SCLS1	HOG:D0421917	0.12903225806451613	0.05244956812032592	0.05244956812032592	63	486
tr|A7ECK8|A7ECK8_SCLS1	na	na	na	na	78	na
tr|A7ECK9|A7ECK9_SCLS1	HOG:D0417412	1.0	0.9984776226077	0.9984776226077	480	562
tr|A7ECL0|A7ECL0_SCLS1	HOG:D0671207.5d	0.13043478260869565	0.05884972451874848	0.05884972451874848	70	1049
tr|A7ECL1|A7ECL1_SCLS1	na	na	na	na	372	na
tr|A7ECL2|A7ECL2_SCLS1	HOG:D0431521.2c.2b	0.7835051546391752	0.08629510735042141	0.07688604145672445	98	761
tr|A7ECL3|A7ECL3_SCLS1	HOG:D0431521.2c.2b	0.9739583333333334	0.3145921698732612	0.2888512152204316	193	761
tr|A7ECL4|A7ECL4_SCLS1	HOG:D0431521.2c	0.6666666666666666	0.09941206616543044	0.03353260737688484	166	823
tr|A7ECL5|A7ECL5_SCLS1	na	na	na	na	149	na
tr|A7ECL6|A7ECL6_SCLS1	HOG:D0679899.3a	0.76	0.08057261781327417	0.08057261781327417	51	2188
tr|A7ECL7|A7ECL7_SCLS1	HOG:D0679367.3b.12a	0.5901639344262295	0.05170619427205244	0.05170619427205244	62	798
tr|A7ECL8|A7ECL8_SCLS1	HOG:D0679339.4a.15a	1.0	0.9998807820519869	0.9998807820519869	128	127
tr|A7ECL9|A7ECL9_SCLS1	HOG:D0392173.2c	1.0	0.999998173613856	0.999998173613856	462	461
tr|A7ECM0|A7ECM0_SCLS1	HOG:D0671361	0.9862595419847329	0.9955101642548462	0.9955101642548462	656	612
tr|A7ECM1|A7ECM1_SCLS1	HOG:D0671362.2f.10b	0.9935245143385754	0.37785589290486055	0.08009695563081537	1082	1022
tr|A7ECM2|A7ECM2_SCLS1	HOG:D0430314.1b.3a.5a	1.0	0.9997827001677319	0.9997827001677319	517	539
tr|A7ECM3|A7ECM3_SCLS1	HOG:D0429091.1b	1.0	0.9997064806252859	0.9997064806252859	579	572
tr|A7ECM4|A7ECM4_SCLS1	na	na	na	na	140	na
tr|A7ECM5|A7ECM5_SCLS1	na	na	na	na	478	na
tr|A7ECM6|A7ECM6_SCLS1	na	na	na	na	219	na
tr|A7ECM7|A7ECM7_SCLS1	HOG:D0393562.3ap	1.0	0.5979021410073144	0.17307479982587398	113	546
tr|A7ECM8|A7ECM8_SCLS1	na	na	na	na	201	na
tr|A7ECM9|A7ECM9_SCLS1	HOG:D0429157	1.0	0.9960485906995638	0.9960485906995638	792	838
tr|A7ECN0|A7ECN0_SCLS1	HOG:D0671167.4a	1.0	0.9929844271056929	0.9929844271056929	985	1050
tr|A7ECN1|A7ECN1_SCLS1	HOG:D0426231	1.0	0.9948655372370484	0.9948655372370484	1265	1241
tr|A7ECN2|A7ECN2_SCLS1	HOG:D0428008	1.0	0.9974337798180669	0.9974337798180669	446	430
tr|A7ECN3|A7ECN3_SCLS1	HOG:D0679329.10gdz.3183c	1.0	0.9993709143671154	0.9993709143671154	162	161
tr|A7ECN4|A7ECN4_SCLS1	HOG:D0434199.1a	1.0	0.9971147011569049	0.9971147011569049	170	223
tr|A7ECN5|A7ECN5_SCLS1	HOG:D0428610	1.0	0.9987214782446027	0.9987214782446027	296	286
tr|A7ECN6|A7ECN6_SCLS1	HOG:D0679600.2a.6b	1.0	0.9997669768647625	0.9997669768647625	193	196
tr|A7ECN7|A7ECN7_SCLS1	HOG:D0426585.2a	1.0	0.9987648356301898	0.9987648356301898	329	369
tr|A7ECN8|A7ECN8_SCLS1	na	na	na	na	415	na
tr|A7ECN9|A7ECN9_SCLS1	HOG:D0680959.12a	0.17777777777777778	0.07216526520359993	0.07216526520359993	46	1381
tr|A7ECP0|A7ECP0_SCLS1	HOG:D0901413.2b	0.14814814814814814	0.06074952089672741	0.06074952089672741	55	421
tr|A7ECP1|A7ECP1_SCLS1	HOG:D0694574.2a.8b.14a	1.0	0.999967810703714	0.999967810703714	247	246
tr|A7ECP2|A7ECP2_SCLS1	HOG:D0680260.10ai	1.0	0.9987912555704749	0.9987912555704749	539	538
sp|A7ECP3|YTM1_SCLS1	HOG:D0679608	1.0	0.9980404490582269	0.9980404490582269	479	474
tr|A7ECP4|A7ECP4_SCLS1	HOG:D0671356.4h	0.6373937677053825	0.1548212995862697	0.013411600222096219	354	314
tr|A7ECP5|A7ECP5_SCLS1	HOG:D0704185	1.0	0.9997180515531269	0.9997180515531269	191	171
tr|A7ECP6|A7ECP6_SCLS1	HOG:D0907988.1b.4c	1.0	0.9998955292972352	0.9998955292972352	511	510
tr|A7ECP7|A7ECP7_SCLS1	na	na	na	na	678	na
tr|A7ECP8|A7ECP8_SCLS1	HOG:D0681395.1a.1c.4b	1.0	0.9989197491421302	0.9989197491421302	382	454
tr|A7ECP9|A7ECP9_SCLS1	HOG:D0435347.2a	0.9895833333333334	0.9963309713972471	0.9963309713972471	865	871
tr|A7ECQ0|A7ECQ0_SCLS1	HOG:D0679409.10ee.338a	1.0	0.9959960341738093	0.9959960341738093	911	907
tr|A7ECQ1|A7ECQ1_SCLS1	HOG:D0415337	0.9758064516129032	0.629500592132149	0.629500592132149	125	523
tr|A7ECQ2|A7ECQ2_SCLS1	HOG:D0415337	0.7714285714285715	0.3079461321580429	0.3079461321580429	281	523
tr|A7ECQ3|A7ECQ3_SCLS1	HOG:D0682494.9q.158bw.332b	1.0	0.9994046130815859	0.9994046130815859	615	561
tr|A7ECQ4|A7ECQ4_SCLS1	HOG:D0680154	0.9994783515910276	0.9972753717604762	0.9972753717604762	1918	1215
tr|A7ECQ5|A7ECQ5_SCLS1	HOG:D0682567	1.0	0.9993693447366937	0.9993693447366937	319	319
tr|A7ECQ6|A7ECQ6_SCLS1	HOG:D0679409.10bl	1.0	0.9966188355210296	0.9966188355210296	967	961
tr|A7ECQ7|A7ECQ7_SCLS1	HOG:D0671116.5sl.70b	0.8092643051771117	0.0502407265967193	0.005729278005486858	368	2027
tr|A7ECQ8|A7ECQ8_SCLS1	HOG:D0417915.1a	1.0	0.9983791210407805	0.9983791210407805	774	992
tr|A7ECQ9|A7ECQ9_SCLS1	HOG:D0416337	0.9971988795518207	0.9985206059159902	0.9985206059159902	1429	1192
tr|A7ECR0|A7ECR0_SCLS1	HOG:D0431505	0.22448979591836735	0.08740223056065685	0.08740223056065685	50	814
tr|A7ECR1|A7ECR1_SCLS1	HOG:D0418995	0.5895953757225434	0.1164274669700395	0.1164274669700395	174	923
tr|A7ECR2|A7ECR2_SCLS1	HOG:D0426135	0.7636363636363637	0.09166102409863522	0.09166102409863522	56	1486
tr|A7ECR3|A7ECR3_SCLS1	na	na	na	na	106	na
tr|A7ECR4|A7ECR4_SCLS1	HOG:D0427981.1a	1.0	0.9998057044044774	0.9998057044044774	137	125
tr|A7ECR5|A7ECR5_SCLS1	HOG:D0426665	1.0	0.9959632772582805	0.9959632772582805	799	685
tr|A7ECR6|A7ECR6_SCLS1	HOG:D0694744.2c	1.0	0.9999353757828959	0.9999353757828959	86	82
tr|A7ECR7|A7ECR7_SCLS1	HOG:D0680616.3a.1b.8a.2d	1.0	0.9993275437810195	0.9993275437810195	369	367
tr|A7ECR8|A7ECR8_SCLS1	HOG:D0413239	0.9507959479015919	0.0744861320546748	0.0744861320546748	692	701
tr|A7ECR9|A7ECR9_SCLS1	HOG:D0681154.7b	1.0	0.9967396492335702	0.9967396492335702	703	701
tr|A7ECS0|A7ECS0_SCLS1	HOG:D0431834.2b	0.9285714285714286	0.5881890479590544	0.46153629210270736	57	265
tr|A7ECS1|A7ECS1_SCLS1	HOG:D0672101.1a.5a	1.0	0.9999105479127435	0.9999105479127435	308	308
tr|A7ECS2|A7ECS2_SCLS1	na	na	na	na	94	na
tr|A7ECS3|A7ECS3_SCLS1	na	na	na	na	87	na
tr|A7ECS4|A7ECS4_SCLS1	HOG:D0429602	1.0	0.9966710990526693	0.9966710990526693	1145	1196
tr|A7ECS5|A7ECS5_SCLS1	HOG:D0431116.4h	0.2222222222222222	0.09675647371478144	0.09675647371478144	37	560
tr|A7ECS6|A7ECS6_SCLS1	HOG:D0426415	1.0	0.9985943189063904	0.9985943189063904	813	804
tr|A7ECS7|A7ECS7_SCLS1	HOG:D0426502.1a	0.6872427983539094	0.10854700970401704	0.022606620342322626	244	371
tr|A7ECS8|A7ECS8_SCLS1	HOG:D0679961.2a	1.0	0.7699209476597955	0.7699209476597955	394	829
tr|A7ECS9|A7ECS9_SCLS1	HOG:D0679961.2a	1.0	0.9451807498066443	0.9451807498066443	348	829
tr|A7ECT0|A7ECT0_SCLS1	HOG:D0416956	1.0	0.9973303206441524	0.9973303206441524	703	715
tr|A7ECT1|A7ECT1_SCLS1	HOG:D0679597.8f.15b	1.0	0.9994330488206715	0.9994330488206715	293	338
tr|A7ECT2|A7ECT2_SCLS1	HOG:D0393608	1.0	0.999733648256369	0.999733648256369	780	803
tr|A7ECT3|A7ECT3_SCLS1	HOG:D0680402	1.0	0.9916148220969895	0.9916148220969895	1790	1790
tr|A7ECT4|A7ECT4_SCLS1	HOG:D0427949	1.0	0.999019528538625	0.999019528538625	250	213
tr|A7ECT5|A7ECT5_SCLS1	HOG:D0671160.2b.4b	1.0	0.9990022073560181	0.9990022073560181	578	564
tr|A7ECT6|A7ECT6_SCLS1	HOG:D0900017.2g	0.1951219512195122	0.08306505818655903	0.08306505818655903	42	548
tr|A7ECT7|A7ECT7_SCLS1	HOG:D0429308.1a	1.0	0.9999572856335873	0.9999572856335873	404	437
tr|A7ECT8|A7ECT8_SCLS1	HOG:D0430384	1.0	0.9979350027479947	0.9979350027479947	205	206
tr|A7ECT9|A7ECT9_SCLS1	HOG:D0679486.10al.330a.353a	1.0	0.9999107605791286	0.9999107605791286	206	205
tr|A7ECU0|A7ECU0_SCLS1	HOG:D0679721.6b.38b	1.0	0.9981272456245275	0.9981272456245275	453	422
tr|A7ECU1|A7ECU1_SCLS1	HOG:D0417162	1.0	0.9992673440392423	0.9992673440392423	306	418
tr|A7ECU2|A7ECU2_SCLS1	HOG:D0430344	0.37142857142857144	0.20102032203606696	0.20102032203606696	36	1940
tr|A7ECU3|A7ECU3_SCLS1	na	na	na	na	84	na
tr|A7ECU4|A7ECU4_SCLS1	HOG:D0417145	1.0	0.9993217994900705	0.9993217994900705	490	458
tr|A7ECU5|A7ECU5_SCLS1	HOG:D0683826.4b.3b.4b.1a	0.2	0.06658803973437312	0.06658803973437312	36	597
tr|A7ECU6|A7ECU6_SCLS1	HOG:D0416032	1.0	0.9992548456318966	0.9992548456318966	469	472
tr|A7ECU7|A7ECU7_SCLS1	HOG:D0429803.1a	1.0	0.9975708557408405	0.9975708557408405	969	1058
tr|A7ECU8|A7ECU8_SCLS1	HOG:D0682494.9au	0.14285714285714285	0.0991373756924553	0.0991373756924553	106	643
tr|A7ECU9|A7ECU9_SCLS1	HOG:D0671430	1.0	0.9971674417521528	0.9971674417521528	719	661
tr|A7ECV0|A7ECV0_SCLS1	HOG:D0692947.3a	0.4666666666666667	0.06758634524362186	0.06758634524362186	91	855
tr|A7ECV1|A7ECV1_SCLS1	HOG:D0671116.5adp.123b	0.12698412698412698	0.051347433118012945	0.051347433118012945	64	3775
tr|A7ECV2|A7ECV2_SCLS1	na	na	na	na	189	na
tr|A7ECV3|A7ECV3_SCLS1	HOG:D0354301	0.806070826306914	0.07159700598312563	0.00899741024203861	594	817
tr|A7ECV4|A7ECV4_SCLS1	HOG:D0690937	0.15789473684210525	0.057661672262384375	0.057661672262384375	58	188
tr|A7ECV5|A7ECV5_SCLS1	HOG:D0434052.5a	0.7096774193548387	0.15153740561393414	0.11984206484234716	32	644
tr|A7ECV6|A7ECV6_SCLS1	HOG:D0430300.4b	0.15883668903803133	0.9987044822770795	0.9987044822770795	448	433
tr|A7ECV7|A7ECV7_SCLS1	HOG:D0417239.2a	0.5751295336787565	0.2067580860157418	0.19853726981290182	194	228
tr|A7ECV8|A7ECV8_SCLS1	HOG:D0427257	1.0	0.9989846375932298	0.9989846375932298	691	627
tr|A7ECV9|A7ECV9_SCLS1	na	na	na	na	390	na
tr|A7ECW0|A7ECW0_SCLS1	HOG:D0900267.2c.26be	1.0	0.9988661817245237	0.9988661817245237	505	500
tr|A7ECW1|A7ECW1_SCLS1	HOG:D0680460	0.3026315789473684	0.054038721369893815	0.054038721369893815	77	861
tr|A7ECW2|A7ECW2_SCLS1	HOG:D0671421.1cp	1.0	0.9993643618687396	0.9993643618687396	554	543
tr|A7ECW3|A7ECW3_SCLS1	HOG:D0433941	1.0	0.9992035279063836	0.9992035279063836	330	331
tr|A7ECW4|A7ECW4_SCLS1	na	na	na	na	66	na
tr|A7ECW5|A7ECW5_SCLS1	HOG:D0680954.5a.24a.6a	0.2127659574468085	0.11571007367980532	0.11571007367980532	48	704
tr|A7ECW6|A7ECW6_SCLS1	HOG:D0426113	0.7228915662650602	0.05788568030607511	0.05788568030607511	84	1513
tr|A7ECW7|A7ECW7_SCLS1	HOG:D0418995	0.15517241379310345	0.07269995265195374	0.07269995265195374	59	923
tr|A7ECW8|A7ECW8_SCLS1	HOG:D0426861	1.0	0.9920177721590585	0.9920177721590585	538	635
tr|A7ECW9|A7ECW9_SCLS1	HOG:D0428567	1.0	0.9990751011557836	0.9990751011557836	364	373
tr|A7ECX0|A7ECX0_SCLS1	HOG:D0671299.3s	1.0	0.9984743549366333	0.9984743549366333	767	617
tr|A7ECX1|A7ECX1_SCLS1	HOG:D0426542.4a	0.9664902998236331	0.9999711005159397	0.9999711005159397	568	567
tr|A7ECX2|A7ECX2_SCLS1	na	na	na	na	160	na
tr|A7ECX3|A7ECX3_SCLS1	na	na	na	na	347	na
tr|A7ECX4|A7ECX4_SCLS1	HOG:D0679329.10di.2447a	0.17105263157894737	0.09200362194085211	0.09200362194085211	77	735
tr|A7ECX5|A7ECX5_SCLS1	HOG:D0698165.1b	1.0	0.9981672014156404	0.9981672014156404	612	669
tr|A7ECX6|A7ECX6_SCLS1	na	na	na	na	51	na
tr|A7ECX7|A7ECX7_SCLS1	na	na	na	na	173	na
tr|A7ECX8|A7ECX8_SCLS1	HOG:D0689763.2c	0.13114754098360656	0.05294221993750955	0.03633037718609443	62	1002
tr|A7ECX9|A7ECX9_SCLS1	HOG:D0426470	0.6009852216748769	0.2181180154226864	0.2181180154226864	407	439
tr|A7ECY0|A7ECY0_SCLS1	na	na	na	na	157	na
tr|A7ECY1|A7ECY1_SCLS1	HOG:D0671216.1c	0.47297297297297297	0.07188624054457672	0.02995447272887522	75	480
tr|A7ECY2|A7ECY2_SCLS1	HOG:D0671309.5l	1.0	0.9990797499101584	0.9990797499101584	342	396
tr|A7ECY3|A7ECY3_SCLS1	na	na	na	na	462	na
tr|A7ECY4|A7ECY4_SCLS1	HOG:D0354301	0.46153846153846156	0.06627011470784164	0.01077028658179597	105	817
tr|A7ECY5|A7ECY5_SCLS1	HOG:D0431546	1.0	0.9998084416317944	0.9998084416317944	141	136
tr|A7ECY6|A7ECY6_SCLS1	na	na	na	na	386	na
tr|A7ECY7|A7ECY7_SCLS1	HOG:D0385700	0.17777777777777778	0.07492144700676788	0.07492144700676788	46	322
tr|A7ECY8|A7ECY8_SCLS1	HOG:D0687609.5c.16b.26b	1.0	0.9992450047012846	0.9992450047012846	229	224
tr|A7ECY9|A7ECY9_SCLS1	HOG:D0429567	1.0	0.9964532266007348	0.9964532266007348	1231	1232
tr|A7ECZ0|A7ECZ0_SCLS1	HOG:D0679805.6b.25a.20a	1.0	0.9998731899377538	0.9998731899377538	155	162
tr|A7ECZ1|A7ECZ1_SCLS1	na	na	na	na	125	na
tr|A7ECZ2|A7ECZ2_SCLS1	HOG:D0680084.7v	1.0	0.9987174138500933	0.9987174138500933	403	404
tr|A7ECZ3|A7ECZ3_SCLS1	HOG:D0906297.8c.9b	0.17647058823529413	0.08658265625460798	0.08658265625460798	52	375
tr|A7ECZ4|A7ECZ4_SCLS1	na	na	na	na	676	na
tr|A7ECZ5|A7ECZ5_SCLS1	HOG:D0683911.1b.12b	1.0	0.9997917059777714	0.9997917059777714	277	276
tr|A7ECZ6|A7ECZ6_SCLS1	HOG:D0393661.1b	0.38823529411764707	0.2749106775067488	0.2749106775067488	86	719
tr|A7ECZ7|A7ECZ7_SCLS1	HOG:D0418276.1b	0.9607843137254902	0.9998591038607266	0.9998591038607266	256	268
tr|A7ECZ8|A7ECZ8_SCLS1	HOG:D0412958.2a.2a	0.17073170731707318	0.055544252606731986	0.055544252606731986	42	390
tr|A7ECZ9|A7ECZ9_SCLS1	HOG:D0418021	0.975609756097561	0.9988536329276979	0.9988536329276979	165	168
tr|A7ED00|A7ED00_SCLS1	HOG:D0680373.10e	0.9611178614823815	0.9991605952777449	0.9991605952777449	824	820
tr|A7ED01|A7ED01_SCLS1	HOG:D0679999.8a.14b.41a	1.0	0.9992573580974252	0.9992573580974252	572	578
tr|A7ED02|A7ED02_SCLS1	HOG:D0427052.1b	1.0	0.9996528322828723	0.9996528322828723	233	236
tr|A7ED03|A7ED03_SCLS1	na	na	na	na	553	na
tr|A7ED04|A7ED04_SCLS1	HOG:D0703709	0.9639278557114228	0.9967236004388662	0.9967236004388662	500	489
tr|A7ED05|A7ED05_SCLS1	HOG:D0434441	1.0	0.9976827502150875	0.9976827502150875	497	489
tr|A7ED06|A7ED06_SCLS1	HOG:D0426714.1a	1.0	0.9976830981449109	0.9976830981449109	933	945
tr|A7ED07|A7ED07_SCLS1	HOG:D0679380.10t.448e.442c.251a	0.20930232558139536	0.10468808589279922	0.10468808589279922	44	799
tr|A7ED08|A7ED08_SCLS1	HOG:D0415492	1.0	0.9986523878537323	0.9986523878537323	742	770
tr|A7ED09|A7ED09_SCLS1	HOG:D0435958.2a.15a.1b	1.0	0.9996451336518258	0.9996451336518258	484	456
tr|A7ED10|A7ED10_SCLS1	HOG:D0680411	0.5925925925925926	0.062281498018595075	0.03841459212756323	82	1965
tr|A7ED11|A7ED11_SCLS1	na	na	na	na	137	na
tr|A7ED12|A7ED12_SCLS1	HOG:D0417058	1.0	0.9972281494736445	0.9972281494736445	964	957
tr|A7ED13|A7ED13_SCLS1	HOG:D0426447	1.0	0.9995052826889087	0.9995052826889087	194	194
tr|A7ED14|A7ED14_SCLS1	HOG:D0435881.1b	0.6428571428571429	0.08248286721255806	0.08248286721255806	57	4905
tr|A7ED15|A7ED15_SCLS1	HOG:D0432879.1b.2b	0.14761544284632855	0.08202702711472527	0.07924255067202994	1322	214
tr|A7ED16|A7ED16_SCLS1	HOG:D0393623	0.9747634069400631	0.9997913399946513	0.9997913399946513	318	313
tr|A7ED17|A7ED17_SCLS1	na	na	na	na	144	na
tr|A7ED18|A7ED18_SCLS1	HOG:D0680164	0.9577464788732394	0.9226739768361111	0.9226739768361111	640	2375
tr|A7ED19|A7ED19_SCLS1	HOG:D0680164	0.9948253557567918	0.9629178864452204	0.9629178864452204	1547	2375
tr|A7ED20|A7ED20_SCLS1	HOG:D0680331.2a	1.0	0.9998927769237121	0.9998927769237121	115	117
tr|A7ED21|A7ED21_SCLS1	HOG:D0680702.2b.9b	1.0	0.9971888996886334	0.9971888996886334	575	587
tr|A7ED22|A7ED22_SCLS1	HOG:D0687027.15b.6b	1.0	0.9999945596093779	0.9999945596093779	219	218
tr|A7ED23|A7ED23_SCLS1	HOG:D0671804.2b	1.0	0.9945260753816921	0.9945260753816921	1143	1150
tr|A7ED25|A7ED25_SCLS1	HOG:D0426833	0.777988614800759	0.054207525637436	0.024708548242445543	528	889
tr|A7ED26|A7ED26_SCLS1	HOG:D0680000.1b	1.0	0.9979532386336969	0.9979532386336969	502	506
tr|A7ED27|A7ED27_SCLS1	HOG:D0902053	1.0	0.9998448999007	0.9998448999007	142	138
tr|A7ED28|A7ED28_SCLS1	na	na	na	na	398	na
tr|A7ED29|A7ED29_SCLS1	HOG:D0426231	0.25	0.10810911301484566	0.10810911301484566	33	1241
tr|A7ED30|A7ED30_SCLS1	HOG:D0683761.2b	0.5697674418604651	0.05593410114546011	0.05593410114546011	87	1438
tr|A7ED31|A7ED31_SCLS1	HOG:D0430757.2b	0.775	0.34161188210089366	0.03772293690992324	161	257
tr|A7ED32|A7ED32_SCLS1	HOG:D0680718.4e	1.0	0.9969051867519897	0.9969051867519897	986	953
tr|A7ED33|A7ED33_SCLS1	HOG:D0429321.2c.3b	1.0	0.9993667449351421	0.9993667449351421	471	491
tr|A7ED34|A7ED34_SCLS1	HOG:D0679329.10bij.2722a	0.5306122448979592	0.1004666960322611	0.0834732271721969	50	6030
tr|A7ED35|A7ED35_SCLS1	HOG:D0426570	1.0	0.9889597480996474	0.9889597480996474	2698	2898
tr|A7ED36|A7ED36_SCLS1	HOG:D0434066	1.0	0.990355850392472	0.990355850392472	1402	1668
tr|A7ED37|A7ED37_SCLS1	HOG:D0679587.10e.35a	1.0	0.9977222697851931	0.9977222697851931	792	868
tr|A7ED38|A7ED38_SCLS1	HOG:D0678424	0.23529411764705882	0.06486509263165556	0.06486509263165556	52	1491
tr|A7ED39|A7ED39_SCLS1	na	na	na	na	256	na
tr|A7ED40|A7ED40_SCLS1	na	na	na	na	495	na
tr|A7ED41|A7ED41_SCLS1	HOG:D0429488	0.8160377358490566	0.9982423779314041	0.9982423779314041	213	218
tr|A7ED42|A7ED42_SCLS1	HOG:D0426882	0.3050847457627119	0.08944671984341837	0.08944671984341837	60	550
tr|A7ED43|A7ED43_SCLS1	na	na	na	na	87	na
tr|A7ED44|A7ED44_SCLS1	na	na	na	na	285	na
tr|A7ED45|A7ED45_SCLS1	na	na	na	na	1249	na
tr|A7ED46|A7ED46_SCLS1	HOG:D0680470.8e.12a.19a.21a	1.0	0.9999850599901919	0.9999850599901919	345	344
tr|A7ED47|A7ED47_SCLS1	HOG:D0672935	1.0	0.9987677417274688	0.9987677417274688	560	564
tr|A7ED48|A7ED48_SCLS1	HOG:D0416929.1b	1.0	0.9999523981204357	0.9999523981204357	286	276
tr|A7ED49|A7ED49_SCLS1	HOG:D0413419	0.6487252124645893	0.05992830898501493	0.02944955012868708	354	352
tr|A7ED50|A7ED50_SCLS1	HOG:D0679783.6a.11a	0.1951219512195122	0.08327124702800699	0.08327124702800699	42	622
tr|A7ED51|A7ED51_SCLS1	HOG:D0417058	0.35294117647058826	0.06375483363786753	0.02250626249057499	52	957
tr|A7ED52|A7ED52_SCLS1	HOG:D0426465	1.0	0.9995984679400541	0.9995984679400541	166	159
tr|A7ED53|A7ED53_SCLS1	HOG:D0426781	0.3448275862068966	0.1643333696779136	0.1643333696779136	30	896
tr|A7ED54|A7ED54_SCLS1	HOG:D0391131.1a	0.13114754098360656	0.053304828820115634	0.053304828820115634	62	1925
tr|A7ED55|A7ED55_SCLS1	na	na	na	na	91	na
tr|A7ED56|A7ED56_SCLS1	HOG:D0430306.1a	0.4375	0.13936802866662867	0.13936802866662867	33	1616
tr|A7ED57|A7ED57_SCLS1	HOG:D0424105	1.0	0.9997846086686678	0.9997846086686678	580	560
tr|A7ED58|A7ED58_SCLS1	HOG:D0426216	1.0	0.9989128919478311	0.9989128919478311	426	430
