1191	'tr|Q4WGZ5|Q4WGZ5_ASPFU', 'tr|A7ECA8|A7ECA8_SCLS1'
1192	'tr|Q4WEY5|Q4WEY5_ASPFU', 'tr|A7EG91|A7EG91_SCLS1', 'sp|O60070|ASH2_SCHPO'
1193	'tr|Q6CD33|Q6CD33_YARLI', 'tr|E9R5U7|E9R5U7_ASPFU', 'sp|P32383|PLC1_YEAST', 'tr|A7EKA7|A7EKA7_SCLS1', 'sp|P40977|PLC1_SCHPO'
1194	'sp|Q9Y719|MOK13_SCHPO', 'sp|Q09854|MOK11_SCHPO', 'sp|Q9UUL4|MOK12_SCHPO', 'tr|A7EDJ3|A7EDJ3_SCLS1', 'tr|Q4WRQ8|Q4WRQ8_ASPFU', 'sp|Q9USK8|AGS1_SCHPO', 'tr|Q4X143|Q4X143_ASPFU', 'tr|Q4WFV3|Q4WFV3_ASPFU'
1195	'tr|A7ETT3|A7ETT3_SCLS1', 'sp|Q4WB03|PSOE_ASPFU', 'tr|Q6CBS2|Q6CBS2_YARLI'
1196	'tr|Q6C8W0|Q6C8W0_YARLI', 'sp|P42936|YG4D_YEAST'
1197	'tr|A7E3Z6|A7E3Z6_SCLS1', 'sp|O14328|KSP1_SCHPO', 'tr|Q4WTX8|Q4WTX8_ASPFU', 'tr|Q6C227|Q6C227_YARLI'
1198	'tr|A7EFW8|A7EFW8_SCLS1', 'sp|O13833|CID1_SCHPO'
1199	'tr|Q4WJD5|Q4WJD5_ASPFU', 'tr|A7F956|A7F956_SCLS1'
1200	'tr|Q4WXZ3|Q4WXZ3_ASPFU', 'tr|A7F405|A7F405_SCLS1'
1201	'tr|A7ERH1|A7ERH1_SCLS1', 'tr|Q4WLN9|Q4WLN9_ASPFU'
1202	'sp|Q6C6D9|DML1_YARLI', 'sp|Q03652|DML1_YEAST'
1203	'sp|Q9HDZ6|DAM1_SCHPO', 'tr|A7F0C8|A7F0C8_SCLS1', 'tr|Q4WLQ4|Q4WLQ4_ASPFU', 'sp|Q6C2T8|DAM1_YARLI'
1204	'tr|A7E6U4|A7E6U4_SCLS1', 'sp|Q8TGS7|YM182_YEAST'
1205	'tr|A7F4Y9|A7F4Y9_SCLS1', 'tr|A4D9S1|A4D9S1_ASPFU'
1206	'tr|Q4X147|Q4X147_ASPFU', 'tr|A7EQX6|A7EQX6_SCLS1'
1207	'tr|A7EH93|A7EH93_SCLS1', 'sp|Q6Q487|CALX_ASPFU', 'sp|P36581|CALX_SCHPO', 'sp|P27825|CALX_YEAST', 'tr|Q6CET3|Q6CET3_YARLI'
1208	'tr|A7F0A0|A7F0A0_SCLS1', 'tr|Q4WXB5|Q4WXB5_ASPFU'
1209	'tr|A7ERB4|A7ERB4_SCLS1', 'sp|Q10428|2AD1_SCHPO', 'tr|Q4WEC9|Q4WEC9_ASPFU'
1210	'tr|Q6CEX5|Q6CEX5_YARLI', 'tr|A7EKN1|A7EKN1_SCLS1'
1211	'tr|A7E8T3|A7E8T3_SCLS1', 'sp|Q9UTC4|YIDF_SCHPO', 'tr|Q4WBL5|Q4WBL5_ASPFU'
1212	'sp|Q9P7F9|CTR5_SCHPO', 'sp|O94722|CTR4_SCHPO', 'sp|Q06686|CTR3_YEAST', 'sp|Q4WHY8|CTRC_ASPFU'
1213	'sp|Q06678|RM35_YEAST', 'tr|Q6C3U0|Q6C3U0_YARLI'
1214	'tr|A7ELX2|A7ELX2_SCLS1', 'tr|Q4WJD6|Q4WJD6_ASPFU'
1215	'sp|Q9P7V2|ABC4_SCHPO', 'tr|Q4WRB4|Q4WRB4_ASPFU', 'tr|A7ECD7|A7ECD7_SCLS1'
1216	'tr|A7EVF3|A7EVF3_SCLS1', 'tr|Q4WWX9|Q4WWX9_ASPFU'
1217	'tr|Q4WXD4|Q4WXD4_ASPFU', 'tr|Q6CBV2|Q6CBV2_YARLI', 'sp|P38281|APD1_YEAST'
1218	'tr|A7E4T5|A7E4T5_SCLS1', 'sp|Q03148|SNZ1_YEAST', 'sp|P43545|SNZ3_YEAST', 'sp|P53824|SNZ2_YEAST', 'tr|Q6CAU5|Q6CAU5_YARLI', 'tr|Q4WUD7|Q4WUD7_ASPFU', 'sp|O14027|PDX1_SCHPO'
1219	'sp|Q6CDK0|PESC_YARLI', 'sp|O60164|PESC_SCHPO', 'sp|A7EGB5|PESC_SCLS1', 'sp|Q4WP65|PESC_ASPFU', 'sp|P53261|PESC_YEAST'
1220	'tr|A7F5G9|A7F5G9_SCLS1', 'tr|Q4WGA3|Q4WGA3_ASPFU', 'sp|O14047|PPK11_SCHPO', 'tr|A7F5H0|A7F5H0_SCLS1', 'tr|Q6C9X8|Q6C9X8_YARLI'
1221	'tr|Q6CBR2|Q6CBR2_YARLI', 'sp|P40565|IST3_YEAST'
1222	'sp|P40061|TSC11_YEAST', 'tr|Q4X1C4|Q4X1C4_ASPFU', 'tr|Q6C3B5|Q6C3B5_YARLI', 'tr|A7E485|A7E485_SCLS1'
1223	'tr|Q6C1P2|Q6C1P2_YARLI', 'sp|P40528|SYG1_YEAST'
1224	'tr|B5FVC7|B5FVC7_YARLI', 'tr|Q4WKD5|Q4WKD5_ASPFU', 'sp|P17261|ERS1_YEAST', 'tr|A7F1U3|A7F1U3_SCLS1', 'tr|Q4WL75|Q4WL75_ASPFU'
1225	'sp|Q09709|YA32_SCHPO', 'tr|A7EIE5|A7EIE5_SCLS1', 'tr|Q4WZN1|Q4WZN1_ASPFU'
1226	'tr|Q4WQA6|Q4WQA6_ASPFU', 'tr|A7EN42|A7EN42_SCLS1', 'tr|Q6CEJ3|Q6CEJ3_YARLI'
1227	'sp|A7EFH4|MPH1_SCLS1', 'sp|Q9HE09|MFH2_SCHPO'
1228	'tr|Q6CER6|Q6CER6_YARLI', 'sp|Q08967|FLC1_YEAST', 'tr|Q6C548|Q6C548_YARLI', 'sp|P53121|FLC3_YEAST'
1229	'sp|Q4WT65|ABCB_ASPFU', 'tr|A7F683|A7F683_SCLS1'
1230	'sp|Q4WTI3|ERB1_ASPFU', 'sp|Q04660|ERB1_YEAST', 'sp|Q6C4I9|ERB1_YARLI', 'tr|A7EVE7|A7EVE7_SCLS1', 'sp|O74399|ERB1_SCHPO', 'tr|A7EZF3|A7EZF3_SCLS1'
1231	'sp|P32528|DUR1_YEAST', 'tr|Q6C6Q4|Q6C6Q4_YARLI', 'tr|Q6C3G2|Q6C3G2_YARLI', 'tr|Q4WRQ1|Q4WRQ1_ASPFU'
1232	'tr|A7ENS8|A7ENS8_SCLS1', 'tr|Q4WJL6|Q4WJL6_ASPFU'
1233	'tr|A7EL61|A7EL61_SCLS1', 'tr|Q4WNE3|Q4WNE3_ASPFU'
1234	'tr|Q4WDT3|Q4WDT3_ASPFU', 'tr|A7F602|A7F602_SCLS1'
1235	'tr|A7F669|A7F669_SCLS1', 'tr|Q4WA02|Q4WA02_ASPFU'
1236	'tr|Q6C2Z3|Q6C2Z3_YARLI', 'sp|D6VTK4|STE2_YEAST'
1237	'sp|Q9P7H1|FLP1_SCHPO', 'tr|A7F4Z4|A7F4Z4_SCLS1', 'tr|Q4WY95|Q4WY95_ASPFU'
1238	'sp|Q03144|SNO1_YEAST', 'sp|P53823|SNO2_YEAST', 'tr|Q4X1W1|Q4X1W1_ASPFU', 'tr|Q6C568|Q6C568_YARLI', 'sp|Q9UTE4|YFM8_SCHPO', 'tr|A7EU74|A7EU74_SCLS1', 'sp|P43544|SNO3_YEAST'
1239	'tr|Q4WYP3|Q4WYP3_ASPFU', 'tr|A7E7X8|A7E7X8_SCLS1'
1240	'sp|P51534|SHE4_YEAST', 'tr|Q6C521|Q6C521_YARLI'
1241	'sp|Q10132|IDI1_SCHPO', 'sp|Q4WM52|IDI1_ASPFU', 'tr|Q6C2Y8|Q6C2Y8_YARLI', 'sp|P15496|IDI1_YEAST'
1242	'tr|A7ECJ8|A7ECJ8_SCLS1', 'sp|Q4WRP2|MS116_ASPFU'
1243	'tr|A7E621|A7E621_SCLS1', 'tr|Q4WAF0|Q4WAF0_ASPFU', 'sp|Q4WBS1|MANF_ASPFU'
1244	'sp|Q03774|TRM82_YEAST', 'sp|Q6C705|TRM82_YARLI'
1245	'tr|B5FVD7|B5FVD7_YARLI', 'sp|Q8TGJ3|KISH_YEAST', 'tr|Q4WTG7|Q4WTG7_ASPFU', 'tr|A7EZK4|A7EZK4_SCLS1', 'sp|G2TRS3|KISH_SCHPO'
1246	'sp|P12945|NAT1_YEAST', 'tr|A7E7A9|A7E7A9_SCLS1', 'tr|Q6C1Z0|Q6C1Z0_YARLI', 'sp|O74985|NAT1_SCHPO', 'tr|Q4WQ83|Q4WQ83_ASPFU'
1247	'tr|A7F9E4|A7F9E4_SCLS1', 'tr|Q4WKC6|Q4WKC6_ASPFU', 'sp|P36618|CDC16_SCHPO', 'tr|Q6C6F7|Q6C6F7_YARLI', 'sp|P26448|BUB2_YEAST'
1248	'sp|P22936|APN1_YEAST', 'tr|Q6CC63|Q6CC63_YARLI'
1249	'sp|P32832|RSC7_YEAST', 'tr|Q6CC56|Q6CC56_YARLI'
1250	'sp|Q9UTF8|UGO1_SCHPO', 'tr|Q4WER2|Q4WER2_ASPFU', 'sp|Q03327|UGO1_YEAST', 'tr|Q6CFL5|Q6CFL5_YARLI', 'tr|A7EEM8|A7EEM8_SCLS1'
1251	'tr|Q6C1F4|Q6C1F4_YARLI', 'tr|Q4X166|Q4X166_ASPFU', 'tr|A7F8P5|A7F8P5_SCLS1'
1252	'tr|A7EXM2|A7EXM2_SCLS1', 'tr|Q4WRU6|Q4WRU6_ASPFU'
1253	'sp|P53099|TPN1_YEAST', 'tr|Q6C9Y3|Q6C9Y3_YARLI'
1254	'tr|Q4WWC7|Q4WWC7_ASPFU', 'sp|O94681|ODO2_SCHPO', 'tr|A7F040|A7F040_SCLS1', 'tr|Q6C5L8|Q6C5L8_YARLI', 'sp|P19262|ODO2_YEAST'
1255	'tr|Q4WJW3|Q4WJW3_ASPFU', 'tr|A7EKL1|A7EKL1_SCLS1', 'sp|O42857|NPR2_SCHPO'
1256	'tr|Q4WXB0|Q4WXB0_ASPFU', 'tr|Q6C7R8|Q6C7R8_YARLI', 'sp|O14144|ERV1_SCHPO', 'tr|A7F0L7|A7F0L7_SCLS1', 'sp|P27882|ERV1_YEAST'
1257	'sp|O14199|ALG14_SCHPO', 'sp|P38242|ALG14_YEAST', 'sp|Q6CF02|ALG14_YARLI'
1258	'sp|Q12706|PSK1_SCHPO', 'tr|Q6CBU3|Q6CBU3_YARLI', 'sp|P38070|YPK3_YEAST'
1259	'sp|Q4X0S3|BTN1_ASPFU', 'sp|Q6BZW3|BTN1_YARLI', 'tr|A7EZ95|A7EZ95_SCLS1', 'sp|Q9US09|BTN1_SCHPO', 'sp|P47040|BTN1_YEAST'
1260	'tr|A4D9E4|A4D9E4_ASPFU', 'tr|A7EMV9|A7EMV9_SCLS1'
1261	'tr|Q6C6P1|Q6C6P1_YARLI', 'sp|P48016|ATH1_YEAST'
1262	'tr|Q4WEG1|Q4WEG1_ASPFU', 'tr|A7E945|A7E945_SCLS1'
1263	'sp|Q9USW3|YHZ7_SCHPO', 'tr|A7EM54|A7EM54_SCLS1'
1264	'tr|A7EUW0|A7EUW0_SCLS1', 'tr|Q4WJP2|Q4WJP2_ASPFU', 'tr|A7E7Z4|A7E7Z4_SCLS1', 'tr|A7F8E1|A7F8E1_SCLS1'
1265	'tr|A7ENZ4|A7ENZ4_SCLS1', 'sp|O74806|PTH_SCHPO', 'tr|Q4WTS6|Q4WTS6_ASPFU'
1266	'tr|Q4WUH2|Q4WUH2_ASPFU', 'tr|A7E5Q9|A7E5Q9_SCLS1'
1267	'sp|Q6C093|UBC2_YARLI', 'tr|A7EC83|A7EC83_SCLS1', 'sp|P23566|UBC2_SCHPO', 'sp|P06104|UBC2_YEAST', 'sp|Q4WLA7|UBC2_ASPFU'
1268	'tr|A7ECF5|A7ECF5_SCLS1', 'sp|Q9Y818|UBC15_SCHPO', 'tr|Q4WLB5|Q4WLB5_ASPFU'
1269	'tr|Q4WES7|Q4WES7_ASPFU', 'tr|A7E874|A7E874_SCLS1', 'sp|Q02159|UBC7_YEAST', 'sp|O00102|UBC7_SCHPO', 'tr|B5FVB7|B5FVB7_YARLI'
1270	'tr|Q6C431|Q6C431_YARLI', 'sp|P33296|UBC6_YEAST', 'tr|Q6C9E9|Q6C9E9_YARLI'
1271	'sp|P15732|UBC5_YEAST', 'sp|P15731|UBC4_YEAST', 'sp|P46595|UBC4_SCHPO', 'tr|Q4WWI8|Q4WWI8_ASPFU', 'tr|A7F0Q4|A7F0Q4_SCLS1', 'tr|Q6C907|Q6C907_YARLI'
1272	'tr|Q6C713|Q6C713_YARLI', 'sp|Q9P6I1|UBC16_SCHPO', 'tr|A7EC39|A7EC39_SCLS1', 'tr|Q4WIP4|Q4WIP4_ASPFU', 'sp|P29340|UBCX_YEAST'
1273	'sp|O74549|UBC12_SCHPO', 'tr|Q4WYV8|Q4WYV8_ASPFU', 'tr|A7EEW6|A7EEW6_SCLS1', 'sp|Q6C9W0|UBC12_YARLI', 'sp|P52491|UBC12_YEAST'
1274	'tr|Q4WLK8|Q4WLK8_ASPFU', 'sp|P52492|UBC11_YEAST', 'sp|O00103|UBC11_SCHPO', 'tr|Q6C2R5|Q6C2R5_YARLI', 'tr|A7F2N0|A7F2N0_SCLS1'
1275	'tr|Q4WDT6|Q4WDT6_ASPFU', 'tr|A7F3R6|A7F3R6_SCLS1'
1276	'tr|Q4WVR5|Q4WVR5_ASPFU', 'tr|A7E4S7|A7E4S7_SCLS1', 'tr|Q6C9W8|Q6C9W8_YARLI'
1277	'sp|Q09668|RL22_SCHPO', 'sp|P05749|RL22A_YEAST', 'tr|Q4WYA0|Q4WYA0_ASPFU', 'tr|A7EYC1|A7EYC1_SCLS1', 'sp|P56628|RL22B_YEAST', 'tr|B5FVG4|B5FVG4_YARLI'
1278	'tr|A7F5M7|A7F5M7_SCLS1', 'tr|Q4X1I9|Q4X1I9_ASPFU'
1279	'sp|P38348|HSM3_YEAST', 'tr|Q6C9Q3|Q6C9Q3_YARLI'
1280	'tr|Q4WXX3|Q4WXX3_ASPFU', 'tr|A7F377|A7F377_SCLS1'
1281	'tr|Q6C3W5|Q6C3W5_YARLI', 'tr|Q4WPF6|Q4WPF6_ASPFU', 'tr|A7F5H4|A7F5H4_SCLS1', 'sp|Q9USR1|TXL1_SCHPO'
1282	'tr|Q4WPL3|Q4WPL3_ASPFU', 'tr|A7F9W2|A7F9W2_SCLS1'
1283	'tr|A7EMY7|A7EMY7_SCLS1', 'tr|Q4WRP8|Q4WRP8_ASPFU'
1284	'tr|Q4WD90|Q4WD90_ASPFU', 'tr|A7EJ10|A7EJ10_SCLS1'
1285	'tr|A7E571|A7E571_SCLS1', 'tr|Q6C1X0|Q6C1X0_YARLI', 'sp|Q03529|SCS7_YEAST', 'tr|Q4WRM2|Q4WRM2_ASPFU', 'sp|O13846|SCS7_SCHPO'
1286	'tr|Q4WGL3|Q4WGL3_ASPFU', 'tr|A7E9A7|A7E9A7_SCLS1', 'tr|Q6C4Q1|Q6C4Q1_YARLI', 'sp|P38798|NMD2_YEAST'
1287	'tr|Q4WYQ8|Q4WYQ8_ASPFU', 'tr|A7F224|A7F224_SCLS1'
1288	'tr|A7FA08|A7FA08_SCLS1', 'tr|Q4WYH1|Q4WYH1_ASPFU'
1289	'tr|A7F181|A7F181_SCLS1', 'tr|Q4WBP4|Q4WBP4_ASPFU'
1290	'tr|Q6C010|Q6C010_YARLI', 'sp|P48236|GPC1_YEAST', 'tr|Q4WX51|Q4WX51_ASPFU', 'sp|O94673|GPC1_SCHPO', 'tr|A7EP82|A7EP82_SCLS1'
1291	'tr|A7ECP8|A7ECP8_SCLS1', 'sp|Q4WMJ8|GLIJ_ASPFU', 'sp|O59832|DPEH2_SCHPO', 'sp|O14124|DPEH1_SCHPO'
1292	'tr|Q6C388|Q6C388_YARLI', 'sp|P53950|VAC7_YEAST'
1293	'tr|Q4WH84|Q4WH84_ASPFU', 'sp|Q6C6S3|RFT1_YARLI', 'sp|P38206|RFT1_YEAST', 'tr|A7EYV9|A7EYV9_SCLS1'
1294	'tr|Q4WM71|Q4WM71_ASPFU', 'tr|A7E416|A7E416_SCLS1'
1295	'tr|Q4WYR1|Q4WYR1_ASPFU', 'sp|Q6C4Q0|PRM10_YARLI'
1296	'tr|Q4WXC7|Q4WXC7_ASPFU', 'tr|A7F3J2|A7F3J2_SCLS1', 'tr|Q6C8G1|Q6C8G1_YARLI', 'sp|Q08687|TMA16_YEAST'
1297	'sp|O42844|KCC2_SCHPO', 'sp|P38622|RCK1_YEAST', 'tr|Q6C5Z7|Q6C5Z7_YARLI', 'sp|P38623|RCK2_YEAST'
1298	'sp|P39531|RCY1_YEAST', 'tr|Q6CE27|Q6CE27_YARLI'
1299	'tr|Q4WPD0|Q4WPD0_ASPFU', 'tr|A7EBV1|A7EBV1_SCLS1'
1300	'tr|A7F8U9|A7F8U9_SCLS1', 'sp|Q4WVG2|ALG3_ASPFU', 'sp|P38179|ALG3_YEAST', 'tr|Q6C774|Q6C774_YARLI', 'sp|Q9Y7I4|ALG3_SCHPO'
1301	'tr|A7EPD8|A7EPD8_SCLS1', 'sp|Q4WI88|TIM14_ASPFU'
1302	'sp|Q05931|HSP7Q_YEAST', 'tr|A7F936|A7F936_SCLS1'
1303	'sp|Q09928|PPIL2_SCHPO', 'tr|Q6C7K2|Q6C7K2_YARLI', 'tr|A7F234|A7F234_SCLS1', 'sp|Q4WVU5|PPIL2_ASPFU'
1304	'tr|A7F9R6|A7F9R6_SCLS1', 'sp|P40511|SPO22_YEAST', 'tr|Q4X0T7|Q4X0T7_ASPFU'
1305	'tr|Q4WQQ5|Q4WQQ5_ASPFU', 'tr|A7E567|A7E567_SCLS1'
1306	'tr|A7ELP8|A7ELP8_SCLS1', 'sp|Q12146|PSF3_YEAST', 'tr|Q6CAI9|Q6CAI9_YARLI', 'sp|Q4WQ54|PSF3_ASPFU', 'sp|Q9UTC3|PSF3_SCHPO'
1307	'tr|Q6C3Z8|Q6C3Z8_YARLI', 'tr|A7E9C0|A7E9C0_SCLS1', 'tr|Q4WK33|Q4WK33_ASPFU', 'sp|P38430|YM8C_YEAST', 'sp|P41890|SCN1_SCHPO'
1308	'tr|Q4WHF1|Q4WHF1_ASPFU', 'tr|A7EUA2|A7EUA2_SCLS1'
1309	'tr|A7F746|A7F746_SCLS1', 'tr|Q4WVC4|Q4WVC4_ASPFU'
1310	'tr|A7EEB6|A7EEB6_SCLS1', 'tr|Q4WE15|Q4WE15_ASPFU'
1311	'tr|A7ETB6|A7ETB6_SCLS1', 'tr|Q4WV28|Q4WV28_ASPFU'
1312	'tr|Q4WHB6|Q4WHB6_ASPFU', 'tr|A7EJ22|A7EJ22_SCLS1'
1313	'tr|Q4WWF5|Q4WWF5_ASPFU', 'tr|Q6C939|Q6C939_YARLI', 'tr|A7F0T6|A7F0T6_SCLS1', 'sp|O14145|TPS2_SCHPO', 'sp|P78875|TPP1_SCHPO', 'sp|P31688|TPS2_YEAST'
1314	'sp|Q4WLM9|TPS1A_ASPFU', 'sp|Q4WHW0|TPS1B_ASPFU', 'sp|Q00764|TPS1_YEAST', 'sp|P40387|TPS1_SCHPO', 'sp|O74932|TPS1_YARLI', 'tr|A7F3K1|A7F3K1_SCLS1'
1315	'tr|Q4WJA5|Q4WJA5_ASPFU', 'sp|P38314|SDS24_YEAST', 'sp|A7F3V4|SDS23_SCLS1', 'sp|Q6C5K4|SDS23_YARLI', 'sp|Q09826|SDS23_SCHPO', 'sp|P53172|SDS23_YEAST'
1316	'tr|A7EHX2|A7EHX2_SCLS1', 'tr|Q6C3X4|Q6C3X4_YARLI'
1317	'tr|A7ELX5|A7ELX5_SCLS1', 'tr|Q4WI21|Q4WI21_ASPFU'
1318	'tr|Q4WV43|Q4WV43_ASPFU', 'tr|Q6CHZ8|Q6CHZ8_YARLI', 'sp|P53732|RT12_YEAST', 'sp|O14182|RT12_SCHPO', 'tr|A7EEA9|A7EEA9_SCLS1'
1319	'sp|Q9UTB3|YL85_SCHPO', 'sp|P31115|PUS3_YEAST', 'tr|Q6C194|Q6C194_YARLI'
1320	'tr|Q6CD46|Q6CD46_YARLI', 'sp|P32499|NUP2_YEAST'
1321	'tr|Q4WBD5|Q4WBD5_ASPFU', 'tr|A7ENX3|A7ENX3_SCLS1'
1322	'tr|Q6C9U2|Q6C9U2_YARLI', 'tr|A7ELX0|A7ELX0_SCLS1', 'sp|O13938|YEP4_SCHPO', 'tr|Q4WJT3|Q4WJT3_ASPFU'
1323	'tr|Q4WUG0|Q4WUG0_ASPFU', 'tr|Q6C2H3|Q6C2H3_YARLI', 'tr|A7E5A4|A7E5A4_SCLS1'
1324	'sp|Q9UU87|PPK34_SCHPO', 'tr|Q6CE90|Q6CE90_YARLI'
1325	'tr|Q4WZ74|Q4WZ74_ASPFU', 'tr|A7EM79|A7EM79_SCLS1'
1326	'tr|Q6CBK8|Q6CBK8_YARLI', 'sp|P53242|YG29_YEAST'
1327	'tr|Q4WV57|Q4WV57_ASPFU', 'sp|P49731|MCM6_SCHPO', 'tr|A7F8C3|A7F8C3_SCLS1', 'tr|Q6CED4|Q6CED4_YARLI', 'sp|P53091|MCM6_YEAST'
1328	'tr|Q4WX39|Q4WX39_ASPFU', 'tr|A7EGL4|A7EGL4_SCLS1'
1329	'sp|Q12481|RRP36_YEAST', 'sp|Q6CFU2|RRP36_YARLI', 'sp|Q4WDF7|RRP36_ASPFU', 'sp|A7E4K0|RRP36_SCLS1'
1330	'sp|Q9UT81|UBX3_SCHPO', 'tr|A7EM98|A7EM98_SCLS1', 'tr|Q4WEN2|Q4WEN2_ASPFU', 'sp|P34223|UBX1_YEAST', 'tr|Q6C5V3|Q6C5V3_YARLI'
1331	'tr|A7ELM1|A7ELM1_SCLS1', 'sp|Q4WC84|YFAS1_ASPFU'
1332	'tr|Q4WQP9|Q4WQP9_ASPFU', 'tr|A7EJ37|A7EJ37_SCLS1', 'tr|Q6CBA5|Q6CBA5_YARLI'
1333	'tr|A7F946|A7F946_SCLS1', 'sp|Q05902|ECM38_YEAST', 'tr|Q6CC93|Q6CC93_YARLI', 'sp|Q9US04|GGT1_SCHPO', 'tr|Q4WGE5|Q4WGE5_ASPFU', 'tr|A7F023|A7F023_SCLS1', 'sp|O14194|GGT2_SCHPO'
1334	'tr|A7EXB2|A7EXB2_SCLS1', 'tr|Q4X100|Q4X100_ASPFU'
1335	'sp|Q10330|RL25A_SCHPO', 'sp|O74391|RL25B_SCHPO', 'tr|Q6C0E1|Q6C0E1_YARLI', 'tr|Q4WTP5|Q4WTP5_ASPFU', 'tr|A7E401|A7E401_SCLS1', 'sp|P04456|RL25_YEAST'
1336	'tr|Q4WXR3|Q4WXR3_ASPFU', 'tr|A7EN65|A7EN65_SCLS1'
1337	'tr|A7F9K0|A7F9K0_SCLS1', 'tr|Q4WHM2|Q4WHM2_ASPFU'
1338	'sp|Q12509|ARP6_YEAST', 'sp|Q4W9M3|ARP6_ASPFU', 'sp|O94241|ARP6_SCHPO', 'tr|A7EHH5|A7EHH5_SCLS1', 'sp|Q6C982|ARP6_YARLI'
1339	'sp|P46944|TRS85_YEAST', 'tr|Q6C660|Q6C660_YARLI'
1340	'tr|A4D999|A4D999_ASPFU', 'tr|Q6CCN3|Q6CCN3_YARLI', 'tr|A7EUC2|A7EUC2_SCLS1'
1341	'tr|A7EH37|A7EH37_SCLS1', 'tr|Q4WU78|Q4WU78_ASPFU'
1342	'tr|Q4WI57|Q4WI57_ASPFU', 'tr|A7ED13|A7ED13_SCLS1'
1343	'sp|P47108|URB2_YEAST', 'tr|Q6BZR6|Q6BZR6_YARLI'
1344	'sp|P87117|BECN1_SCHPO', 'tr|A7F2V6|A7F2V6_SCLS1', 'tr|Q4WCA1|Q4WCA1_ASPFU', 'tr|Q6C9D9|Q6C9D9_YARLI', 'sp|Q02948|BECN1_YEAST'
1345	'tr|A7EHK7|A7EHK7_SCLS1', 'tr|Q4WG42|Q4WG42_ASPFU'
1346	'tr|A7F847|A7F847_SCLS1', 'tr|Q4WT45|Q4WT45_ASPFU'
1347	'tr|A7F5H9|A7F5H9_SCLS1', 'tr|Q4WJQ8|Q4WJQ8_ASPFU'
1348	'tr|Q6CH33|Q6CH33_YARLI', 'sp|P34160|NCBP1_YEAST'
1349	'tr|A7ECA6|A7ECA6_SCLS1', 'tr|A4DA78|A4DA78_ASPFU'
1350	'tr|A7ECC3|A7ECC3_SCLS1', 'tr|Q4X0E6|Q4X0E6_ASPFU'
1351	'tr|A7F6L0|A7F6L0_SCLS1', 'sp|O14352|LSM4_SCHPO', 'tr|Q4X0W9|Q4X0W9_ASPFU', 'tr|Q6CGF6|Q6CGF6_YARLI', 'sp|P40070|LSM4_YEAST'
1352	'sp|Q6WNK7|SUS1_YEAST', 'sp|B5RSM1|SUS1_YARLI'
1353	'tr|Q4WX17|Q4WX17_ASPFU', 'tr|A7EGN4|A7EGN4_SCLS1'
1354	'tr|Q4WT01|Q4WT01_ASPFU', 'tr|A7E952|A7E952_SCLS1', 'tr|A7ETA8|A7ETA8_SCLS1'
1355	'tr|A7E5S1|A7E5S1_SCLS1', 'tr|Q6CA72|Q6CA72_YARLI'
1356	'sp|Q4WXQ7|NST1_ASPFU', 'sp|Q09863|NST1_SCHPO', 'sp|Q6CBW0|NST1_YARLI', 'sp|A7EMM3|NST1_SCLS1'
1357	'sp|P39702|VPS8_YEAST', 'tr|A7EL07|A7EL07_SCLS1', 'tr|Q6CB03|Q6CB03_YARLI', 'tr|Q4WJP3|Q4WJP3_ASPFU'
1358	'tr|A7EF36|A7EF36_SCLS1', 'tr|Q4WNW6|Q4WNW6_ASPFU'
1359	'tr|Q4WNN6|Q4WNN6_ASPFU', 'tr|A7EZX3|A7EZX3_SCLS1', 'tr|Q6CAT3|Q6CAT3_YARLI'
1360	'sp|P22943|HSP12_YEAST', 'tr|Q6C8D6|Q6C8D6_YARLI'
1361	'sp|P48362|HGH1_YEAST', 'tr|A7EFW4|A7EFW4_SCLS1', 'tr|Q4WEX2|Q4WEX2_ASPFU', 'tr|Q6C2J7|Q6C2J7_YARLI', 'sp|Q10498|HGH1_SCHPO'
1362	'tr|A7F5I8|A7F5I8_SCLS1', 'tr|Q4WHI8|Q4WHI8_ASPFU'
1363	'tr|A7EL40|A7EL40_SCLS1', 'sp|Q4WK60|EXGA_ASPFU', 'sp|P23776|EXG1_YEAST', 'sp|P32603|SPR1_YEAST', 'sp|Q9URU6|EXG1_SCHPO', 'sp|Q12725|EXG_YARLI', 'tr|A7EKC8|A7EKC8_SCLS1'
1364	'tr|Q4WQR4|Q4WQR4_ASPFU', 'tr|A7F3Q0|A7F3Q0_SCLS1'
1365	'tr|Q6C8D3|Q6C8D3_YARLI', 'sp|P47076|RPC9_YEAST'
1366	'tr|Q4WV18|Q4WV18_ASPFU', 'tr|A7EX32|A7EX32_SCLS1'
1367	'tr|A7EBS9|A7EBS9_SCLS1', 'tr|Q4WWQ6|Q4WWQ6_ASPFU'
1368	'sp|Q4WYX0|TFB5_ASPFU', 'sp|Q6C1B5|TFB5_YARLI', 'sp|Q3E7C1|TFB5_YEAST', 'tr|A7E6I8|A7E6I8_SCLS1'
1369	'tr|A7EZL6|A7EZL6_SCLS1', 'tr|Q4WQM9|Q4WQM9_ASPFU'
1370	'tr|Q6C5Z3|Q6C5Z3_YARLI', 'tr|A7EIS1|A7EIS1_SCLS1', 'tr|Q4WHA9|Q4WHA9_ASPFU'
1371	'tr|A7E7A5|A7E7A5_SCLS1', 'tr|Q6C850|Q6C850_YARLI', 'tr|Q4WQD1|Q4WQD1_ASPFU'
